source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,query_name
GO:BP,GO:0051252,regulation of RNA metabolic process,2.4615573627332666e-10,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",3687,72,39,21026,0.5416666666666666,0.010577705451586655,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']","['CCAR1', 'MBD3', 'BAZ2A', 'YTHDC1', 'OAS1', 'ACIN1', 'ZC3HAV1', 'OAS3', 'FASTKD2', 'BAZ2B', 'FASTKD3', 'DEK', 'SAFB2', 'MBD2', 'SETDB2', 'TBRG4', 'SLTM', 'FASTKD1', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'HNRNPU', 'SAFB', 'FASTK', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'MAMSTR', 'PARP10', 'YTHDF3', 'MRTFB', 'XRCC6', 'MRTFA', 'YTHDF2', 'SARNP', 'FASTKD5']","[['IEA'], ['IBA', 'NAS'], ['ISO', 'NAS'], ['IDA', 'IBA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IBA', 'IEA'], ['NAS'], ['IDA', 'IBA', 'IEA'], ['IDA', 'TAS', 'NAS'], ['IBA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS'], ['IMP', 'IBA', 'IEA'], ['IBA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['NAS'], ['ISS'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IMP'], ['IDA'], ['IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0061013,regulation of mRNA catabolic process,3.58310631134284e-10,True,"""Any process that modulates the rate, frequency, or extent of a mRNA catabolic process, the chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [GOC:ascb_2009, GOC:dph, GOC:tb]",198,72,12,21026,0.16666666666666666,0.06060606060606061,query_1,"['GO:0006402', 'GO:0009894', 'GO:0010468', 'GO:1903311']","['YTHDC1', 'ZC3HAV1', 'FASTKD2', 'FASTKD3', 'TBRG4', 'FASTKD1', 'YTHDF1', 'HNRNPU', 'FASTK', 'YTHDF3', 'YTHDF2', 'FASTKD5']","[['IEA'], ['IDA', 'IBA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0009892,negative regulation of metabolic process,4.2427925013636313e-10,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3375,72,37,21026,0.5138888888888888,0.010962962962962963,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048523']","['PARP3', 'CCAR1', 'MBD3', 'BAZ2A', 'YTHDC1', 'OAS1', 'ACIN1', 'ERI1', 'ZC3HAV1', 'TNKS2', 'OAS3', 'FASTKD2', 'FASTKD3', 'MBD2', 'SETDB2', 'TBRG4', 'FASTKD1', 'PARP16', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'HNRNPU', 'TIPARP', 'FASTK', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'PARP10', 'YTHDF3', 'XRCC6', 'YTHDF2', 'SARNP', 'ANG', 'FASTKD5']","[['ISS', 'TAS', 'IEA'], ['IEA'], ['IBA', 'NAS'], ['ISS', 'ISO'], ['IDA', 'IEA'], ['IMP'], ['IDA'], ['IEA'], ['IDA', 'IBA'], ['IMP'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS', 'IBA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['NAS', 'IEA'], ['ISS', 'IBA', 'TAS'], ['IDA', 'IMP', 'ISS', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IMP'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0004518,nuclease activity,7.468792913061222e-10,True,"""Catalysis of the hydrolysis of ester linkages within nucleic acids."" [ISBN:0198547684]",225,73,12,20246,0.1643835616438356,0.05333333333333334,query_1,['GO:0016788'],"['ERI1', 'MBD4', 'RNASE1', 'RNASE7', 'RNASE2', 'RNASE3', 'RNASE6', 'RNASE8', 'RNASE11', 'ANG', 'RNASE12', 'RNASE4']","[['IDA', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0004540,RNA nuclease activity,9.289031632374153e-10,True,"""Catalysis of the hydrolysis of phosphodiester bonds in chains of RNA."" [GOC:mah, ISBN:0198547684]",130,73,10,20246,0.136986301369863,0.07692307692307693,query_1,"['GO:0004518', 'GO:0140098']","['ERI1', 'RNASE1', 'RNASE7', 'RNASE2', 'RNASE3', 'RNASE6', 'RNASE8', 'ANG', 'RNASE12', 'RNASE4']","[['IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0003723,RNA binding,1.0413673646690027e-09,True,"""Binding to an RNA molecule or a portion thereof."" [GOC:jl, GOC:mah]",3091,73,35,20246,0.4794520547945205,0.011323196376577159,query_1,['GO:0003676'],"['YTHDC2', 'PARP12', 'CCAR1', 'BAZ2A', 'YTHDC1', 'SF3B2', 'OAS1', 'ACIN1', 'ERI1', 'HNRNPUL1', 'ZC3HAV1', 'OAS3', 'OAS2', 'FASTKD2', 'FASTKD3', 'DEK', 'SAFB2', 'MBD2', 'OASL', 'TBRG4', 'SLTM', 'FASTKD1', 'PARP1', 'YTHDF1', 'HNRNPU', 'SAFB', 'FASTK', 'MECP2', 'YTHDF3', 'XRCC6', 'YTHDF2', 'SARNP', 'ANG', 'HNRNPUL2', 'FASTKD5']","[['HDA', 'IBA', 'IEA'], ['HDA'], ['HDA'], ['ISS', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA'], ['IDA', 'IBA', 'IEA'], ['HDA', 'IEA'], ['ISS', 'IEA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA', 'IBA'], ['HDA'], ['HDA', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA', 'IBA'], ['HDA', 'IEA'], ['HDA', 'IBA'], ['HDA'], ['HDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['IBA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA'], ['HDA', 'IBA', 'IEA'], ['HDA', 'IEA'], ['TAS'], ['HDA', 'IBA'], ['IDA', 'HDA', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0004519,endonuclease activity,1.1281643559158093e-09,True,"""Catalysis of the hydrolysis of ester linkages within nucleic acids by creating internal breaks."" [GOC:mah, ISBN:0198547684]",135,73,10,20246,0.136986301369863,0.07407407407407407,query_1,['GO:0004518'],"['MBD4', 'RNASE1', 'RNASE7', 'RNASE2', 'RNASE3', 'RNASE6', 'RNASE8', 'RNASE11', 'ANG', 'RNASE4']","[['TAS'], ['TAS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['NAS', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0098542,defense response to other organism,1.476865980839439e-09,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",1263,72,23,21026,0.3194444444444444,0.018210609659540775,query_1,"['GO:0006952', 'GO:0051707']","['OAS1', 'ZC3HAV1', 'OAS3', 'OAS2', 'RNASE1', 'OASL', 'PARP1', 'RNASE7', 'RNASE2', 'RNASE3', 'RNASE6', 'PARP14', 'RNASE8', 'RNASE11', 'RNASE10', 'YTHDF3', 'RNASE9', 'XRCC6', 'YTHDF2', 'RNASE13', 'ANG', 'RNASE12', 'RNASE4']","[['IDA', 'IMP', 'IEP', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IBA'], ['ISS', 'IEA'], ['IBA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0043488,regulation of mRNA stability,2.512809273030399e-09,True,"""Any process that modulates the propensity of mRNA molecules to degradation. Includes processes that both stabilize and destabilize mRNAs."" [GOC:jl]",181,72,11,21026,0.1527777777777778,0.06077348066298342,query_1,"['GO:0043487', 'GO:0061013']","['YTHDC1', 'FASTKD2', 'FASTKD3', 'TBRG4', 'FASTKD1', 'YTHDF1', 'HNRNPU', 'FASTK', 'YTHDF3', 'YTHDF2', 'FASTKD5']","[['IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0140807,NAD+-protein-glutamate ADP-ribosyltransferase activity,2.7882339679014785e-09,True,"""Catalysis of the reaction: L-glutamyl-[protein] + NAD+ = 5-O-(ADP-D-ribosyl)-L-glutamyl-[protein] + nicotinamide."" [PMID:19764761, PMID:25043379, RHEA:58224]",4,73,4,20246,0.0547945205479452,1.0,query_1,['GO:1990404'],"['PARP3', 'PARP2', 'PARP16', 'PARP1']","[['IDA'], ['IDA'], ['IDA'], ['IDA', 'ISS']]",Fig3D_VertExpanded
GO:MF,GO:0004522,ribonuclease A activity,2.7882339679014785e-09,True,"""Catalysis of the endonucleolytic cleavage of RNA to 3'-phosphomononucleotides and 3'-phosphooligonucleotides ending in C-P or U-P with 2',3'-cyclic phosphate intermediates."" [EC:4.6.1.18]",4,73,4,20246,0.0547945205479452,1.0,query_1,['GO:0016892'],"['RNASE1', 'RNASE2', 'RNASE8', 'RNASE4']","[['TAS', 'IEA'], ['IEA'], ['IDA'], ['NAS']]",Fig3D_VertExpanded
GO:BP,GO:0051707,response to other organism,3.1591485803249663e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1592,72,25,21026,0.3472222222222222,0.015703517587939697,query_1,"['GO:0043207', 'GO:0044419']","['OAS1', 'HNRNPUL1', 'ZC3HAV1', 'OAS3', 'OAS2', 'RNASE1', 'OASL', 'PARP1', 'RNASE7', 'MECP2', 'RNASE2', 'RNASE3', 'RNASE6', 'PARP14', 'RNASE8', 'RNASE11', 'RNASE10', 'YTHDF3', 'RNASE9', 'XRCC6', 'YTHDF2', 'RNASE13', 'ANG', 'RNASE12', 'RNASE4']","[['IDA', 'IMP', 'IEP', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IBA'], ['ISS', 'IEA'], ['IBA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0090304,nucleic acid metabolic process,3.1591485803249663e-09,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",7434,72,53,21026,0.7361111111111112,0.00712940543449018,query_1,"['GO:0006139', 'GO:0043170']","['PARP3', 'CCAR1', 'RAD18', 'MBD3', 'BAZ2A', 'YTHDC1', 'SF3B2', 'OAS1', 'ACIN1', 'PARP4', 'ERI1', 'HNRNPUL1', 'ZC3HAV1', 'TNKS2', 'OAS3', 'OAS2', 'FASTKD2', 'BAZ2B', 'FASTKD3', 'DEK', 'MBD4', 'PARP2', 'SAFB2', 'MBD2', 'SETDB2', 'TBRG4', 'SLTM', 'FASTKD1', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'HNRNPU', 'SAFB', 'FASTK', 'MECP2', 'RNASE2', 'RNASE3', 'RNASE6', 'PARP14', 'PARP15', 'TNKS', 'MAMSTR', 'PARP10', 'YTHDF3', 'MRTFB', 'XRCC6', 'MRTFA', 'YTHDF2', 'SARNP', 'ANG', 'FASTKD5']","[['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IBA', 'NAS', 'IEA'], ['IBA', 'NAS'], ['ISO', 'NAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IC', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['TAS', 'NAS'], ['IMP', 'ISS', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IBA'], ['IMP', 'IBA', 'TAS'], ['IDA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['NAS'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS'], ['IMP', 'IBA', 'IEA'], ['IBA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['TAS', 'NAS'], ['ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IC', 'IEA'], ['IBA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['TAS'], ['TAS'], ['TAS'], ['IEA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], ['IMP', 'TAS'], ['IMP', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0043207,response to external biotic stimulus,3.1591485803249663e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1595,72,25,21026,0.3472222222222222,0.01567398119122257,query_1,"['GO:0009605', 'GO:0009607']","['OAS1', 'HNRNPUL1', 'ZC3HAV1', 'OAS3', 'OAS2', 'RNASE1', 'OASL', 'PARP1', 'RNASE7', 'MECP2', 'RNASE2', 'RNASE3', 'RNASE6', 'PARP14', 'RNASE8', 'RNASE11', 'RNASE10', 'YTHDF3', 'RNASE9', 'XRCC6', 'YTHDF2', 'RNASE13', 'ANG', 'RNASE12', 'RNASE4']","[['IDA', 'IMP', 'IEP', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IBA'], ['ISS', 'IEA'], ['IBA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,3.6813210092125605e-09,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",5644,72,46,21026,0.6388888888888888,0.00815024805102764,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']","['PARP3', 'CCAR1', 'MBD3', 'BAZ2A', 'YTHDC1', 'OAS1', 'ACIN1', 'ERI1', 'ZC3HAV1', 'TNKS2', 'OAS3', 'OAS2', 'FASTKD2', 'BAZ2B', 'FASTKD3', 'DEK', 'SAFB2', 'MBD2', 'SETDB2', 'TBRG4', 'SLTM', 'FASTKD1', 'PARP16', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'HNRNPU', 'SAFB', 'TIPARP', 'FASTK', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'MAMSTR', 'PARP10', 'YTHDF3', 'MRTFB', 'XRCC6', 'MRTFA', 'YTHDF2', 'SARNP', 'ANG', 'FASTKD5']","[['ISS', 'TAS', 'IEA'], ['IEA'], ['IBA', 'NAS', 'IEA'], ['ISS', 'ISO', 'NAS'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IMP'], ['IDA'], ['IEA'], ['IDA', 'IBA'], ['TAS'], ['IMP'], ['IMP'], ['IMP', 'IBA', 'IEA'], ['NAS'], ['IDA', 'IBA', 'IEA'], ['IDA', 'TAS', 'NAS'], ['IBA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS', 'IBA'], ['IMP', 'IBA', 'IEA'], ['IBA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['NAS', 'IEA'], ['ISS', 'IBA', 'TAS'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IBA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'TAS'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,3.6813210092125605e-09,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1759,72,26,21026,0.3611111111111111,0.014781125639567936,query_1,['GO:0008150'],"['YTHDC2', 'OAS1', 'HNRNPUL1', 'ZC3HAV1', 'OAS3', 'OAS2', 'RNASE1', 'OASL', 'PARP1', 'RNASE7', 'MECP2', 'RNASE2', 'RNASE3', 'RNASE6', 'PARP14', 'RNASE8', 'RNASE11', 'RNASE10', 'YTHDF3', 'RNASE9', 'XRCC6', 'YTHDF2', 'RNASE13', 'ANG', 'RNASE12', 'RNASE4']","[['IMP'], ['IDA', 'IMP', 'IEP', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IBA'], ['ISS', 'IEA'], ['IBA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0043487,regulation of RNA stability,3.8213790076341375e-09,True,"""Any process that modulates the propensity of RNA molecules to degradation. Includes processes that both stabilize and destabilize RNAs."" [GOC:jl]",193,72,11,21026,0.1527777777777778,0.05699481865284974,query_1,"['GO:0006401', 'GO:0009894', 'GO:0010608', 'GO:0051252', 'GO:0065008']","['YTHDC1', 'FASTKD2', 'FASTKD3', 'TBRG4', 'FASTKD1', 'YTHDF1', 'HNRNPU', 'FASTK', 'YTHDF3', 'YTHDF2', 'FASTKD5']","[['IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0009607,response to biotic stimulus,4.398397876946682e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1634,72,25,21026,0.3472222222222222,0.015299877600979192,query_1,['GO:0050896'],"['OAS1', 'HNRNPUL1', 'ZC3HAV1', 'OAS3', 'OAS2', 'RNASE1', 'OASL', 'PARP1', 'RNASE7', 'MECP2', 'RNASE2', 'RNASE3', 'RNASE6', 'PARP14', 'RNASE8', 'RNASE11', 'RNASE10', 'YTHDF3', 'RNASE9', 'XRCC6', 'YTHDF2', 'RNASE13', 'ANG', 'RNASE12', 'RNASE4']","[['IDA', 'IMP', 'IEP', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IBA'], ['ISS', 'IEA'], ['IBA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0006402,mRNA catabolic process,5.373490239905548e-09,True,"""The chemical reactions and pathways resulting in the breakdown of mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes."" [ISBN:0198506732]",261,72,12,21026,0.16666666666666666,0.04597701149425287,query_1,"['GO:0006401', 'GO:0010629', 'GO:0016071']","['YTHDC1', 'ZC3HAV1', 'FASTKD2', 'FASTKD3', 'TBRG4', 'FASTKD1', 'YTHDF1', 'HNRNPU', 'FASTK', 'YTHDF3', 'YTHDF2', 'FASTKD5']","[['IEA'], ['IDA', 'IBA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:1990247,N6-methyladenosine-containing RNA reader activity,6.88913870085549e-09,True,"""A protein adaptor that recognizes and binds an RNA molecule modified by N6-methyladenosine (m6A), a modification present at internal sites of mRNAs and some non-coding RNAs."" [PMID:22575960, PMID:24284625]",12,73,5,20246,0.0684931506849315,0.4166666666666667,query_1,['GO:0140517'],"['YTHDC2', 'YTHDC1', 'YTHDF1', 'YTHDF3', 'YTHDF2']","[['IDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA']]",Fig3D_VertExpanded
